,TEAM,GP,W,L,win%,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,#ERROR!
2,Miami Heat,23,16,7,,1114,2234,824,1762,,177,465,,409,534,,223,653,876,473,301,191,125,79,510,483,148
18,Milwaukee Bucks,82,38,44,,3966,8108,3128,7197,,601,1670,,1251,1700,,1068,2537,3605,1876,1156,685,550,362,1554,1567,-123
15,Milwaukee Bucks,4,0,4,,192,341,133,307,,24,92,,51,81,,35,104,139,79,65,40,10,17,79,81,-59
22,Minnesota Timberwolves,82,31,51,,3946,7851,2943,6702,,450,1475,,1515,2042,,973,2473,3446,1836,1214,700,387,481,1509,1847,-194
26,New Orleans Hornets,82,27,55,,3956,7714,2955,6589,,535,1474,,1269,1636,,988,2426,3414,1721,1193,520,440,492,1673,1534,-317
7,New York Knicks,82,54,28,,3946,8196,2996,6689,,891,2371,,1313,1729,,890,2436,3326,1579,988,672,294,327,1650,1576,347
5,New York Knicks,12,6,6,,581,1063,399,972,,96,280,,169,216,,128,346,474,181,139,106,51,50,285,227,32
2,Oklahoma City Thunder,82,60,22,,3966,8669,3126,6504,,598,1588,,1819,2196,,854,2725,3579,1753,1253,679,624,322,1654,1698,755
7,Oklahoma City Thunder,11,5,6,,533,1083,383,898,,95,272,,222,265,,108,364,472,199,150,66,77,54,274,243,15
30,Orlando Magic,82,20,62,,3956,7718,3093,6904,,506,1537,,1026,1359,,890,2612,3502,1871,1191,528,358,430,1591,1353,-573
19,Philadelphia 76ers,82,34,48,,3951,7640,3059,6895,,518,1438,,1004,1377,,896,2493,3389,1867,1070,609,384,396,1505,1331,-274
27,Phoenix Suns,82,25,57,,3961,7805,3061,6917,,480,1455,,1203,1618,,959,2454,3413,1855,1278,659,434,421,1688,1511,-530
21,Portland Trail Blazers,82,33,49,,3971,7995,3009,6715,,673,1904,,1304,1680,,874,2474,3348,1784,1203,538,353,359,1518,1537,-260
25,Sacramento Kings,82,28,54,,3966,8219,3086,6904,,610,1681,,1437,1869,,943,2385,3328,1708,1199,671,342,517,1717,1636,-400
3,San Antonio Spurs,82,58,24,,3976,8448,3210,6675,,663,1764,,1365,1725,,666,2721,3387,2058,1206,695,446,405,1427,1565,525
1,San Antonio Spurs,21,15,6,,1038,2107,799,1726,,165,437,,344,451,,204,690,894,459,270,165,106,99,401,444,147
19,Toronto Raptors,82,34,48,,3996,7971,2979,6685,,571,1665,,1442,1831,,871,2426,3297,1765,1124,595,392,387,1836,1650,-121
15,Utah Jazz,82,43,39,,3976,8038,3046,6710,,507,1385,,1439,1883,,989,2457,3446,1859,1210,690,515,480,1750,1670,-7
23,Washington Wizards,82,29,53,,3971,7644,2910,6693,,545,1495,,1279,1746,,887,2652,3539,1775,1238,598,376,358,1681,1569,-208
